"","objectid","paper","doi","tea_type","tea_brand","inventory_id","site_name","region_or_state","longitude","latitude","ecosystem_type_reported","ecosystem_zone","tai","tai_position","koppen_geiger_climate_class","soil_depth_cm","in_8cm_depth_range_5_10_cm","length_of_incubation_days","start_of_experiment","end_of_experiment","in_90_day_range_76_104_days","k","s","salinity_psu","elevation_meters","bulk_density_0_5cm","bulk_density_5_15cm","cation_exchange_capacity_0_5","cation_exchange_capacity_5_15","course_fragments_volumetric","clay","nitrogen","organic_carbon_density","organic_carbon_stock","p_h","sand","silt","soil_organic_carbon_content","water_content_10kpa","water_content_33kpa","water_content_1500kpa","total_nemotode_per100g","total_nemotode_per_square_meter","mean_annual_air_temp_c","temp_month_1","temp_month_2","temp_month_3","temp_month_4","temp_month_5","temp_month_6","temp_month_7","temp_month_8","temp_month_9","temp_month_10","temp_month_11","temp_month_12","mean_annual_precip_mm","precip_month_1","precip_month_2","precip_month_3","precip_month_4","precip_month_5","precip_month_6","precip_month_7","precip_month_8","precip_month_9","precip_month_10","precip_month_11","precip_month_12","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","Category"
"1994",1994,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3252,3061,NA,17.90416718,62.61249924,"Boreal Forest/Taiga","Boreal Forest/Taiga",NA,NA,26,8,"YES",90,"NA","NA","YES",0.019599162,0.304028681,NA,NA,73,107,335,251,138,175,926,626,99,51,524,301,1568,530,408,154,3126.320068,4508153.5,4.07499992866667,-6,-5.800000191,-2,2.099999905,7.800000191,13,15.69999981,14.39999962,9.699999809,4.800000191,-0.5,-4.300000191,672,52,36,44,44,43,49,63,66,71,71,81,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"1995",1995,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3254,3063,NA,18.37083244,63.08750153,"Boreal Forest/Taiga","Boreal Forest/Taiga",NA,NA,26,8,"YES",90,"NA","NA","YES",0.016129711,0.210588088,NA,NA,67,99,402,262,131,186,939,642,119,45,461,353,2040,565,414,162,3884.205322,5618503,2.83333335833333,-6.699999809,-6.699999809,-3.299999952,0.800000012,6.900000095,12,14.5,12.89999962,8.100000381,3.099999905,-2.299999952,-5.300000191,743,57,42,48,42,38,54,83,76,78,79,87,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"1996",1996,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3255,3065,NA,20.22083282,63.79583359,"Boreal Forest/Taiga","Boreal Forest/Taiga",NA,NA,26,8,"YES",90,"NA","NA","YES",0.005906342,0.260359086,NA,NA,69,106,454,289,91,108,965,633,89,49,632,260,1866,581,419,122,3178.154785,5027841,3.10833334925,-7.5,-7.599999905,-3.400000095,1.200000048,7.400000095,13,15.5,13.80000019,8.899999619,3.700000048,-2,-5.699999809,626,48,32,36,34,38,48,64,71,66,69,72,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"1997",1997,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3256,3066,NA,1.820833325,41.30416489,"Mediterranean Forest","Mediterranean Forest",NA,NA,8,8,"YES",90,"NA","NA","YES",NA,0.400068656,NA,226,133,139,239,216,168,317,297,483,45,74,300,383,482,393,337,169,1324.445068,2668756.75,14.7583334441667,8,9,10.5,12.30000019,15.60000038,19.39999962,22.60000038,23,20.20000076,16,11.5,9,638,46,37,52,50,59,44,25,53,76,84,61,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"1998",1998,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3257,3069,NA,1.029166698,41.34583282,"Mediterranean Forest","Mediterranean Forest",NA,NA,9,8,"YES",90,"NA","NA","YES",NA,0.171008947,NA,867,120,129,225,195,178,235,446,433,62,72,336,429,513,352,305,175,2913.198975,5064596.5,11.3666666348333,3.5,4.900000095,6.900000095,8.899999619,12.5,16.79999924,20.39999962,20.70000076,17.20000076,12.39999962,7.5,4.699999809,657,45,39,49,56,76,59,27,45,64,72,67,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"1999",1999,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3258,3072,NA,2.462500095,41.77083206,"Mediterranean Forest","Mediterranean Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.015751249,0.161411233,NA,1174,101,111,285,220,193,253,573,512,69,60,383,364,838,387,348,177,1905.692139,3283507.5,10.0416666270833,3.400000095,3.900000095,5.400000095,7,10.89999962,15,18.70000076,18.79999924,15.39999962,11,6.599999905,4.400000095,945,72,59,69,78,98,78,49,76,89,103,91,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2000",2000,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3261,3076,NA,2.462500095,43.77083206,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",NA,0.277269343,NA,637,112,125,300,256,132,226,579,477,66,64,397,377,718,388,331,170,1608.720703,2975329,10.7749999169167,3.299999952,4.300000191,6.599999905,8.699999809,12.89999962,16.29999924,19.29999924,19.20000076,15.69999981,11.80000019,6.800000191,4.400000095,842,75,70,59,74,86,67,41,55,73,84,75,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2001",2001,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3311,3133,NA,18.26250076,53.63750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,26,8,"YES",90,"NA","NA","YES",0.012471142,0.197219844,NA,114,105,122,223,152,63,75,613,372,58,49,751,174,793,503,354,69,4495.007324,7230219.5,7.60000003725,-2.099999905,-1.399999976,2.299999952,6.900000095,12.30000019,15.39999962,17.20000076,16.89999962,12.80000019,8.199999809,2.900000095,-0.200000003,589,34,26,31,34,53,71,81,65,57,47,47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2002",2002,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3312,3134,NA,18.26250076,53.63750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,26,8,"YES",90,"NA","NA","YES",0.00541157,0.355582112,NA,114,105,122,223,152,63,75,613,372,58,49,751,174,793,503,354,69,4495.007324,7230219.5,7.60000003725,-2.099999905,-1.399999976,2.299999952,6.900000095,12.30000019,15.39999962,17.20000076,16.89999962,12.80000019,8.199999809,2.900000095,-0.200000003,589,34,26,31,34,53,71,81,65,57,47,47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2003",2003,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3313,3135,NA,18.28750038,53.64583206,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,26,8,"YES",90,"NA","NA","YES",0.029450647,0.280171508,NA,108,105,122,263,140,70,85,651,389,47,47,732,183,674,514,386,73,4625.186035,7471988,7.60000000758333,-2.099999905,-1.299999952,2.299999952,6.900000095,12.19999981,15.39999962,17.20000076,16.89999962,12.80000019,8.199999809,2.900000095,-0.200000003,588,34,26,30,34,53,71,82,64,57,47,47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2004",2004,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3314,3136,NA,18.28750038,53.64583206,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,26,8,"YES",90,"NA","NA","YES",0.026115482,0.220528576,NA,108,105,122,263,140,70,85,651,389,47,47,732,183,674,514,386,73,4625.186035,7471988,7.60000000758333,-2.099999905,-1.299999952,2.299999952,6.900000095,12.19999981,15.39999962,17.20000076,16.89999962,12.80000019,8.199999809,2.900000095,-0.200000003,588,34,26,30,34,53,71,82,64,57,47,47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2005",2005,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3315,3137,NA,18.28750038,53.64583206,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,26,8,"YES",90,"NA","NA","YES",0.012629851,0.212301965,NA,108,105,122,263,140,70,85,651,389,47,47,732,183,674,514,386,73,4625.186035,7471988,7.60000000758333,-2.099999905,-1.299999952,2.299999952,6.900000095,12.19999981,15.39999962,17.20000076,16.89999962,12.80000019,8.199999809,2.900000095,-0.200000003,588,34,26,30,34,53,71,82,64,57,47,47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2006",2006,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3316,3138,NA,-123.0541687,46.87083435,"Temperate Conifer Forest","Temperate Conifer Forest",NA,NA,9,8,"YES",90,"NA","NA","YES",0.008805693,0.205217938,NA,43,111,119,294,266,100,291,779,495,78,53,310,399,609,420,380,167,3364.477783,6220919.5,10.391666611,4,5.400000095,7.199999809,9.199999809,12.39999962,14.89999962,17.20000076,17.60000038,15.19999981,10.89999962,6.699999809,4,1377,205,164,143,98,63,47,22,30,59,115,213,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2007",2007,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3317,3139,NA,-122.6208344,48.20416641,"Temperate Conifer Forest","Temperate Conifer Forest",NA,NA,9,8,"YES",90,"NA","NA","YES",0.010224055,0.247722097,NA,70,114,122,337,243,111,175,554,536,70,67,457,368,672,417,358,158,3637.430176,6232736.5,10.1749998335833,4.400000095,5.699999809,7.300000191,9.199999809,12,14.30000019,16.29999924,16.79999924,14.5,10.39999962,6.699999809,4.5,605,75,54,54,46,41,37,25,25,34,52,80,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2008",2008,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3318,3140,NA,-52.67083359,4.037499905,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,2,8,"YES",90,"NA","NA","YES",0.039093934,0.248978943,NA,48,116,120,156,123,148,352,411,409,65,45,399,250,597,412,344,187,975.1012573,1887796,25.6916667616667,25,25,25.39999962,25.70000076,25.70000076,25.5,25.60000038,26.10000038,26.39999962,26.39999962,26.10000038,25.39999962,3001,321,272,354,352,418,343,224,133,81,74,133,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2009",2009,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3319,3141,NA,-52.67916489,4.087500095,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,1,8,"YES",90,"NA","NA","YES",0.011651644,0.15814344,NA,97,113,119,168,129,104,328,416,474,84,47,352,319,633,421,367,195,1076.65686,2058029.625,25.39166673,24.70000076,24.70000076,25.10000038,25.39999962,25.39999962,25.20000076,25.29999924,25.79999924,26.10000038,26.10000038,25.79999924,25.10000038,3119,372,291,311,410,506,379,180,145,96,79,129,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2010",2010,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3320,3142,NA,-52.67916489,4.087500095,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,1,8,"YES",90,"NA","NA","YES",0.020890488,0.136434327,NA,97,113,119,168,129,104,328,416,474,84,47,352,319,633,421,367,195,1076.65686,2058029.625,25.39166673,24.70000076,24.70000076,25.10000038,25.39999962,25.39999962,25.20000076,25.29999924,25.79999924,26.10000038,26.10000038,25.79999924,25.10000038,3119,372,291,311,410,506,379,180,145,96,79,129,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2011",2011,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3321,3143,NA,19.37916756,64.37916565,"Boreal Forest/Taiga","Boreal Forest/Taiga",NA,NA,27,8,"YES",90,"NA","NA","YES",0.010580268,0.173621181,NA,NA,69,103,369,273,132,137,668,631,64,47,482,381,1882,604,445,117,3491.105957,4987045,1.85000008333333,-10.19999981,-9.399999619,-4.599999905,1,7.400000095,12.80000019,15,12.89999962,7.800000191,2.200000048,-4.300000191,-8.399999619,544,34,26,31,28,36,52,79,69,54,51,47,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2012",2012,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3322,3144,NA,19.37916756,64.37916565,"Boreal Forest/Taiga","Boreal Forest/Taiga",NA,NA,27,8,"YES",90,"NA","NA","YES",0.014620324,0.342490374,NA,NA,69,103,369,273,132,137,668,631,64,47,482,381,1882,604,445,117,3491.105957,4987045,1.85000008333333,-10.19999981,-9.399999619,-4.599999905,1,7.400000095,12.80000019,15,12.89999962,7.800000191,2.200000048,-4.300000191,-8.399999619,544,34,26,31,28,36,52,79,69,54,51,47,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2013",2013,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3323,3145,NA,146.6458282,-43.09583282,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.005792043,0.115776392,NA,130,86,90,354,287,132,326,609,848,124,51,456,218,1972,425,344,177,10921.27539,13990154,10.4166666665833,14.5,14.69999981,13.10000038,10.89999962,8.699999809,6.5,6,7,8.5,10.30000019,11.69999981,13.10000038,1452,83,69,87,115,134,123,157,159,150,144,115,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2014",2014,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3325,3147,NA,150.7208405,-33.61249924,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.008136612,0.143335536,NA,34,119,125,274,234,87,144,249,372,39,59,680,176,335,358,318,94,569.6047363,1104748.375,17.2833333016667,22.79999924,22.70000076,20.89999962,17.89999962,14.80000019,11.80000019,10.80000019,12.10000038,14.80000019,17.5,19.39999962,21.89999962,850,108,110,97,65,62,54,38,49,47,63,81,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2015",2015,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3328,3151,NA,152.8791656,-27.38750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.020921531,0.174322443,NA,85,125,125,244,239,32,243,196,334,40,59,560,197,290,351,289,126,601.1071167,1149316.75,19.5500000316667,24.29999924,23.89999962,22.89999962,20.5,17.79999924,14.80000019,13.80000019,14.60000038,17.10000038,19.70000076,21.70000076,23.5,1199,175,170,113,122,103,51,57,33,41,89,110,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2016",2016,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3329,3152,NA,152.8791656,-27.38750076,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.009281503,0.148271507,NA,85,125,125,244,239,32,243,196,334,40,59,560,197,290,351,289,126,601.1071167,1149316.75,19.5500000316667,24.29999924,23.89999962,22.89999962,20.5,17.79999924,14.80000019,13.80000019,14.60000038,17.10000038,19.70000076,21.70000076,23.5,1199,175,170,113,122,103,51,57,33,41,89,110,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2017",2017,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3330,3153,NA,145.6291656,-17.12083244,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,11,8,"YES",90,"NA","NA","YES",0.012042545,0.267324284,NA,702,109,114,154,141,77,430,407,564,70,50,333,237,645,417,252,212,1865.419312,3250493.25,20.3999999366667,23.60000038,23.39999962,22.70000076,21,19,16.79999924,16.10000038,17,18.79999924,20.79999924,22.39999962,23.20000076,2464,263,551,458,299,179,174,159,58,66,54,69,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2018",2018,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3331,3154,NA,145.3791656,-16.10416603,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,2,8,"YES",90,"NA","NA","YES",0.016740942,0.217758954,NA,523,107,110,165,143,73,435,381,683,87,50,338,227,665,439,321,204,2193.279785,3554210,21.6916666033333,24.39999962,24.29999924,23.60000038,22.20000076,20.5,18.5,17.89999962,18.70000076,20.29999924,22.10000038,23.5,24.29999924,2923,299,717,505,411,203,116,53,86,59,61,149,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2019",2019,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3433,3345,NA,4.679166794,52.54583359,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.016796962,0.319247912,NA,0,106.3636398,116.1636353,337.3620605,279.7758484,70.25862122,200.3448334,526.8793335,509.5,70.13793182,63.39655304,594.3275757,205.379303,800.4363403,487.4482727,402.6379395,125.5,3846.150391,7707685.5,9.65833324241667,3.200000048,3.099999905,5.5,7.800000191,11.89999962,14.5,16.5,16.79999924,14.39999962,10.80000019,7,4.400000095,839,71,49,62,44,46,61,63,63,90,104,101,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2020",2020,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3434,3346,NA,4.629166603,52.5625,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.019183562,0.367236478,NA,10,119,128,332,252,81,98,452,484,57,61,817,85,594,488,393,116,3081.174316,5926639,9.491666833,3.099999905,3,5.300000191,7.599999905,11.5,14.10000038,16.20000076,16.60000038,14.30000019,10.80000019,7,4.400000095,841,72,49,62,44,47,59,63,62,90,104,104,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2021",2021,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3435,3347,NA,19.32916641,64.12083435,"Boreal Forest/Taiga","Boreal Forest/Taiga",NA,NA,27,8,"YES",90,"NA","NA","YES",0.00145174,0.120438138,NA,NA,61,104,349,240,82,102,734,618,62,46,463,435,1903,610,438,106,4726.328613,6451438.5,2.03333327175,-9.600000381,-9.100000381,-4.400000095,0.899999976,7.199999809,12.60000038,14.89999962,13.10000038,8,2.5,-3.799999952,-7.900000095,588,37,28,35,30,37,54,82,72,61,57,54,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2022",2022,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3436,3348,NA,11.1875,43.82083511,"Mediterranean Forest","Mediterranean Forest",NA,NA,8,8,"YES",90,"NA","NA","YES",0.041522772,0.354230598,NA,37,133,144,257,210,87,427,355,483,48,78,173,400,547,414,362,237,1429.632568,3014380.25,15.1583333411667,6.5,7.699999809,10.39999962,13.30000019,18.10000038,21.89999962,25.10000038,25.10000038,20.89999962,15.80000019,10.19999981,6.900000095,835,57,56,63,77,64,57,40,60,80,100,107,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2023",2023,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3437,3349,NA,-83.20417023,8.704166412,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,1,8,"YES",90,"NA","NA","YES",0.016398655,0.044856147,NA,120,95,99,217,188,112,320,457,415,52,56,362,318,455,427,333,165,2066.550293,3521401.75,26.0416666666667,25.60000038,25.79999924,27,27.39999962,26.89999962,26.20000076,26.39999962,25.89999962,25.70000076,25.39999962,25.10000038,25.10000038,3255,74,35,78,193,346,314,252,384,395,670,395,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2024",2024,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3438,3350,NA,-83.20417023,8.704166412,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,1,8,"YES",90,"NA","NA","YES",0.021366732,0.066279614,NA,120,95,99,217,188,112,320,457,415,52,56,362,318,455,427,333,165,2066.550293,3521401.75,26.0416666666667,25.60000038,25.79999924,27,27.39999962,26.89999962,26.20000076,26.39999962,25.89999962,25.70000076,25.39999962,25.10000038,25.10000038,3255,74,35,78,193,346,314,252,384,395,670,395,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2025",2025,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3439,3351,NA,-60.83750153,53.3125,"Boreal Forest/Taiga","Boreal Forest/Taiga",NA,NA,27,8,"YES",90,"NA","NA","YES",0.006653705,0.338443339,NA,307,79,101,388,317,116,147,634,536,64,49,534,319,480,581,414,150,7733.399414,8267004,-2.05000003166667,-19,-17.20000076,-10.89999962,-3.299999952,3.099999905,9.399999619,12.80000019,12.19999981,7.400000095,1.299999952,-5.699999809,-14.69999981,972,69,60,70,56,66,97,116,104,92,85,80,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2026",2026,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3440,3352,NA,10.20416641,44.36249924,"Temperate Broadleaf Forest","Temperate Broadleaf Forest",NA,NA,15,8,"YES",90,"NA","NA","YES",0.008442074,0.236241404,NA,1012,89,101,288,234,151,225,862,763,93,60,361,414,999,432,369,206,1716.990356,2616693.25,8.51666667558333,0.699999988,1.200000048,3.700000048,6.5,11,14.80000019,17.79999924,17.60000038,13.60000038,9.199999809,4.5,1.600000024,1678,153,119,137,160,113,106,59,96,143,204,218,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2027",2027,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3441,3354,NA,10.3125,44.77083206,"Mediterranean Forest","Mediterranean Forest",NA,NA,14,8,"YES",90,"NA","NA","YES",0.008317368,0.288315854,NA,70,133,146,242,223,107,368,476,504,50,75,111,521,498,405,353,217,1344.63916,2667764,12.9750000634167,2.299999952,4.300000191,8.600000381,12.10000038,16.89999962,21,24,23.5,19.20000076,13.39999962,7.199999809,3.200000048,767,53,44,63,70,61,58,39,69,69,99,84,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2028",2028,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3444,3360,NA,7.520833492,60.61249924,"Tundra","Tundra",NA,NA,29,8,"YES",90,"NA","NA","YES",0.009092613,0.379306208,NA,1418,97,104,328,302,149,74,900,581,93,57,566,360,2086,403,411,156,5622.636719,8757257,-2.50833337125,-9.399999619,-10.30000019,-9.100000381,-5.400000095,-0.200000003,4.400000095,7.400000095,6.699999809,2.200000048,-1.600000024,-6.199999809,-8.600000381,1355,137,102,114,61,58,93,106,115,139,151,138,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2029",2029,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3445,3362,NA,9.612500191,62.29583359,"Tundra","Tundra",NA,NA,27,8,"YES",90,"NA","NA","YES",0.005996004,0.162942297,NA,NA,83,98,432,258,115,80,995,612,71,49,479,441,2018,481,424,131,4136.227539,5842421.5,-0.2916667425,-7.800000191,-7.800000191,-5.900000095,-2.400000095,3.299999952,7.199999809,9.5,8.5,4.400000095,-0.200000003,-5,-7.300000191,595,42,33,34,25,37,65,87,73,63,53,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2030",2030,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3446,3364,NA,9.620833397,62.30416489,"Tundra","Tundra",NA,NA,27,8,"YES",90,"NA","NA","YES",0.008235317,0.369704462,NA,NA,80,96,416,322,146,77,922,622,73,51,469,455,1763,490,417,133,5147.611328,6735649.5,-0.591666589083334,-7.900000095,-7.900000095,-6.199999809,-2.799999952,2.799999952,6.800000191,9.100000381,8.100000381,4.099999905,-0.600000024,-5.199999809,-7.400000095,638,46,36,37,27,40,69,90,76,68,58,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2031",2031,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3447,3366,NA,9.629166603,62.30416489,"Tundra","Tundra",NA,NA,27,8,"YES",90,"NA","NA","YES",0.010046031,0.438396666,NA,NA,78,94,418,288,143,68,972,623,88,50,497,435,2171,485,439,134,5940.016113,7175539.5,-0.925000061666667,-8.100000381,-8.100000381,-6.599999905,-3.200000048,2.400000095,6.400000095,8.699999809,7.699999809,3.700000048,-0.899999976,-5.5,-7.599999905,687,50,39,41,31,42,73,93,80,74,64,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
